produto,categoria,preco,data,regiao,quantidade,desconto,idade,sexo,campanha,mes
Calça,Livros,307.3784701519144,2023-05-25,Sul,6.0,0.09652721651177211,59,F,Promocao,5
Smartphone,Roupas,382.9962536650335,2022-03-12,Sul,7.0,0.27551191660808516,40,F,BlackFriday,3
Calça,Eletrônicos,947.7204503500445,2023-04-15,Oeste,4.0,0.2417359617634558,69,M,Promocao,4
Fone de ouvido,Roupas,490.9520009481091,2023-07-31,Oeste,6.0,0.06412352657049812,65,M,BlackFriday,7
Tablet,Escritório,556.8270362676166,2022-09-13,Oeste,2.0,0.11968875562909705,27,M,Padrao,9
Mouse,Livros,767.2743465494694,2023-12-13,Oeste,7.5,0.11286190844651767,35,M,BlackFriday,12
Livro,Roupas,521.2943145723181,2022-06-26,Norte,2.0,0.01817995900204463,60,F,BlackFriday,6
Calça,Livros,323.19692373139026,2022-04-01,Oeste,6.0,0.14036708514872204,61,M,BlackFriday,4
Tablet,Roupas,534.3910523955758,2023-06-14,Leste,8.0,0.06669758666761534,38,M,BlackFriday,6
Fone de ouvido,Roupas,948.2383442382228,2023-11-01,Norte,1.5,0.2527159661205677,30,F,Padrao,11
Tablet,Roupas,831.0813499548585,2023-08-03,Norte,2.0,0.21710635502233958,38,M,Padrao,8
Fone de ouvido,Roupas,912.0474051174144,2023-11-24,Leste,9.0,0.22571606720209658,34,F,Padrao,11
Teclado,Roupas,124.84203176257049,2022-04-20,Sul,9.0,0.007155572094641271,50,F,Promocao,4
Smartphone,Eletrônicos,530.288813128092,2022-07-23,Sul,8.0,0.02920044554951433,44,M,Padrao,7
Tablet,Eletrônicos,280.02660716048496,2022-07-22,Sul,6.0,0.23353429154788724,25,F,BlackFriday,7
Calça,Escritório,855.1120959589758,2022-05-30,Oeste,9.0,0.24508598289853561,61,M,Padrao,5
Tablet,Roupas,610.6239526349865,2023-07-25,Oeste,9.0,0.10775737496209897,42,F,Promocao,7
Camiseta,Livros,711.4543213864631,2023-06-14,Sul,9.0,0.1644420148742891,65,M,Padrao,6
Camiseta,Escritório,978.6391837747173,2022-08-27,Oeste,9.0,0.25065274225867856,48,F,BlackFriday,8
Cadeira,Livros,87.6289208141333,2023-07-07,Oeste,7.0,0.013551550737102302,56,M,Promocao,7
Mouse,Escritório,668.9385243975454,2023-05-01,Sul,5.0,0.19315275504522608,45,F,BlackFriday,5
Smartphone,Eletrônicos,829.631942054044,2023-05-16,Sul,6.0,0.2104780277993761,23,F,BlackFriday,5
Livro,Eletrônicos,466.3923706786025,2022-04-10,Leste,1.0,0.09741977932022568,31,F,Padrao,4
Laptop,Roupas,898.8686715610804,2022-08-20,Leste,6.0,0.28667022855262164,37,F,Padrao,8
Cadeira,Eletrônicos,390.64205199145306,2023-03-08,Norte,8.0,0.0409340053717787,33,F,Promocao,3
Smartphone,Eletrônicos,838.8253088169944,2023-04-03,Sul,7.0,0.10426102525663836,68,M,Promocao,4
Tablet,Roupas,975.323450344166,2022-11-12,Norte,12.0,0.274899848525781,60,M,BlackFriday,11
Smartphone,Eletrônicos,663.4127598305847,2022-02-16,Leste,4.0,0.05137016203145978,22,F,BlackFriday,2
Smartphone,Eletrônicos,119.98209773682507,2022-07-21,Norte,3.0,0.29659326911459144,19,F,Promocao,7
Livro,Escritório,575.9542961602931,2023-03-07,Sul,8.0,0.16489074766175243,20,M,Promocao,3
Livro,Livros,771.1852093561328,2023-08-18,Norte,3.0,0.11890596540307424,49,F,BlackFriday,8
Fone de ouvido,Livros,345.7076705612201,2023-04-23,Norte,1.0,0.013435331169825914,54,F,Padrao,4
Calça,Escritório,458.19732436961084,2022-04-16,Sul,6.0,0.09527431380348618,33,F,BlackFriday,4
Mouse,Roupas,306.51711188687597,2022-01-13,Oeste,7.0,0.03760508607246751,27,F,BlackFriday,1
Livro,Livros,620.805020502521,2023-05-14,Sul,2.0,0.1690067785017859,22,F,BlackFriday,5
Cadeira,Roupas,767.9931377775193,2022-05-24,Leste,7.0,0.2156640619487683,20,M,Padrao,5
Smartphone,Eletrônicos,457.0342712613657,2022-10-05,Sul,6.0,0.2780106374975466,57,F,Padrao,10
Livro,Roupas,782.6699612366656,2022-05-06,Sul,4.0,0.28475013462766247,18,M,Padrao,5
Camiseta,Livros,746.8166972938569,2022-03-26,Oeste,9.0,0.15687730091560784,45,F,Padrao,3
Tablet,Escritório,307.1793205316124,2022-03-13,Sul,4.0,0.2365207352608199,55,F,Promocao,3
Cadeira,Roupas,971.7639635502743,2023-06-01,Oeste,6.0,0.14396812156066016,29,F,Padrao,6
Smartphone,Roupas,153.5615157548353,2022-07-31,Oeste,8.0,0.27804686949082213,53,F,Promocao,7
Mouse,Livros,102.040132026719,2023-09-13,Oeste,8.0,0.07092117473225586,20,M,Padrao,9
Camiseta,Livros,191.08518356727114,2022-02-27,Leste,1.0,0.18336547154094476,68,F,BlackFriday,2
Calça,Roupas,126.04301276214677,2023-11-14,Norte,6.0,0.007914277231921407,27,F,BlackFriday,11
Mouse,Escritório,767.7479993607195,2022-12-16,Sul,12.0,0.020851826854523556,53,M,Padrao,12
Livro,Escritório,262.61932448757,2023-05-31,Oeste,9.0,0.12849880628265417,60,M,Promocao,5
Calça,Escritório,35.560770861419854,2023-12-20,Norte,1.5,0.21458824172220464,28,M,Padrao,12
Cadeira,Escritório,268.7050531568425,2023-01-20,Leste,2.0,0.2672358490475284,19,M,Promocao,1
Cadeira,Escritório,266.99963700161584,2022-08-17,Norte,8.0,0.062186176705681606,28,F,Promocao,8
Camiseta,Livros,195.48998503219016,2022-05-07,Leste,9.0,0.09219223238524926,62,F,Padrao,5
Calça,Livros,945.5907125100297,2022-01-28,Sul,7.0,0.22535957280834903,65,F,Padrao,1
Camiseta,Roupas,366.32641742942616,2023-07-29,Norte,8.0,0.2579503281518895,26,F,Promocao,7
Mouse,Eletrônicos,128.92112958903022,2022-09-06,Leste,6.0,0.10698995298221514,45,M,Padrao,9
Fone de ouvido,Roupas,912.7139301970304,2023-03-15,Oeste,3.0,0.1201692084836718,33,M,Promocao,3
Livro,Eletrônicos,114.65982236459818,2023-04-22,Oeste,2.0,0.11947954346106557,24,F,Padrao,4
Laptop,Livros,601.1132772860656,2023-04-30,Leste,7.0,0.01489637306292092,58,F,BlackFriday,4
Laptop,Livros,505.30449392324925,2022-05-13,Leste,8.0,0.2750815204550374,38,M,BlackFriday,5
Cadeira,Escritório,317.9261665621539,2023-08-04,Sul,6.0,0.22618765397881627,34,M,Padrao,8
Calça,Eletrônicos,441.7949257375626,2022-10-19,Norte,5.0,0.1407823471825849,55,M,Promocao,10
Teclado,Roupas,271.42157155085397,2022-10-02,Norte,2.0,0.22979762840555687,48,F,Promocao,10
Laptop,Roupas,470.3565586628172,2022-02-24,Norte,4.0,0.02511608533915438,18,M,Promocao,2
Laptop,Escritório,635.091379599767,2022-04-29,Norte,9.0,0.12915488654286125,45,F,Padrao,4
Mouse,Eletrônicos,235.13618049772384,2022-06-27,Leste,9.0,0.0585574530763459,38,F,BlackFriday,6
Livro,Escritório,137.5058553944109,2022-08-19,Sul,1.0,0.24480802998581672,37,M,Promocao,8
Calça,Eletrônicos,419.57312000615383,2023-05-10,Oeste,3.0,0.04907971790550423,36,F,Padrao,5
Teclado,Escritório,64.68718531426988,2023-06-10,Leste,3.0,0.23677533603281334,55,M,BlackFriday,6
Mouse,Roupas,808.4062430555203,2022-10-15,Oeste,2.0,0.0941813095846646,30,F,Promocao,10
Livro,Livros,468.8285554462583,2023-02-03,Oeste,1.0,0.1312965434837464,20,F,Padrao,2
Camiseta,Roupas,331.45658150912186,2023-04-12,Norte,8.0,0.15155061826445673,34,M,Padrao,4
Laptop,Livros,726.6102614118039,2022-01-30,Oeste,3.0,0.18469868420643043,39,M,Padrao,1
Cadeira,Livros,224.63060482610166,2022-10-05,Oeste,8.0,0.04108480672121423,53,F,Padrao,10
Livro,Roupas,707.7002182342799,2022-11-11,Sul,4.5,0.10732086183190434,36,F,Promocao,11
Laptop,Escritório,645.3491785096256,2023-07-22,Leste,6.0,0.13258191551057477,23,F,BlackFriday,7
Livro,Eletrônicos,136.63182046300068,2022-02-12,Oeste,9.0,0.23366767821083284,34,F,BlackFriday,2
Tablet,Roupas,284.3174951078112,2022-07-31,Oeste,6.0,0.2567468048856399,52,M,BlackFriday,7
Tablet,Livros,285.3293365432095,2023-03-01,Leste,9.0,0.07314689082503685,20,F,BlackFriday,3
Camiseta,Escritório,435.6667689291372,2022-07-30,Norte,7.0,0.20279444309828973,57,F,BlackFriday,7
Teclado,Livros,380.1203121674131,2023-11-09,Sul,1.5,0.07980799674127827,57,F,BlackFriday,11
Tablet,Livros,26.855704121291826,2023-10-22,Norte,4.0,0.2943055847414448,65,F,Promocao,10
Calça,Eletrônicos,371.53755834832884,2023-10-13,Leste,5.0,0.27036714341855195,28,M,Promocao,10
Fone de ouvido,Escritório,898.2578974979925,2022-04-08,Oeste,4.0,0.027540731774083994,22,M,Promocao,4
Calça,Roupas,194.28734119686465,2022-08-21,Sul,4.0,0.01147946090283196,57,M,Promocao,8
Calça,Livros,135.9432711262603,2023-02-22,Sul,2.0,0.002731307520368509,34,F,Promocao,2
Laptop,Eletrônicos,671.5318414729546,2022-07-11,Sul,1.0,0.025531484662664593,26,F,Padrao,7
Fone de ouvido,Livros,514.1284536342921,2023-03-01,Sul,8.0,0.08156491011806664,19,F,Promocao,3
Livro,Escritório,263.0344899745346,2023-01-04,Leste,2.0,0.25447201720350937,28,F,Padrao,1
Laptop,Escritório,346.3384508145221,2023-01-19,Oeste,4.0,0.2067169311392267,36,F,Promocao,1
Livro,Livros,865.9635797796973,2022-02-14,Norte,1.0,0.16028491502539705,30,F,Padrao,2
Cadeira,Escritório,436.0145299997237,2022-10-03,Norte,3.0,0.21207652154277226,31,F,BlackFriday,10
Calça,Livros,100.96545845673731,2023-04-13,Oeste,1.0,0.2772751159259196,29,M,Promocao,4
Cadeira,Livros,417.5806758737463,2023-01-29,Sul,1.0,0.26593415025507583,60,M,Padrao,1
Camiseta,Roupas,426.2018347217372,2023-03-13,Oeste,5.0,0.13340420411552867,58,M,BlackFriday,3
Camiseta,Eletrônicos,401.873547516495,2023-09-07,Norte,3.0,0.06945257774282083,23,M,Padrao,9
Smartphone,Roupas,639.6070394177565,2022-01-25,Sul,6.0,0.16887534967276568,53,M,BlackFriday,1
Tablet,Livros,834.5188886126805,2023-04-26,Leste,3.0,0.0665262290871236,47,M,BlackFriday,4
Calça,Roupas,570.0276396330098,2022-03-09,Leste,9.0,0.2571120063034487,19,F,BlackFriday,3
Camiseta,Escritório,872.898275550416,2023-04-08,Oeste,6.0,0.2085499342924431,53,F,Promocao,4
Calça,Eletrônicos,532.5272460241447,2022-06-09,Leste,6.0,0.1934485792859814,37,F,Padrao,6
Livro,Roupas,626.0427220362766,2022-10-23,Leste,7.0,0.05025917227782323,46,M,Promocao,10
Tablet,Roupas,722.8490098212901,2023-07-11,Norte,4.0,0.15267691613362108,46,M,BlackFriday,7
Laptop,Eletrônicos,424.01852515900856,2023-01-16,Leste,5.0,0.18961681638136707,47,F,Promocao,1
Livro,Eletrônicos,382.28621142002015,2022-01-26,Sul,7.0,0.19540619476549337,19,M,Promocao,1
Cadeira,Roupas,150.7218089868186,2022-10-19,Norte,5.0,0.26090530972425896,42,M,Padrao,10
Laptop,Livros,192.37953506058253,2023-12-13,Oeste,3.0,0.09409821754597628,32,F,BlackFriday,12
Fone de ouvido,Livros,983.8451438155369,2022-06-29,Norte,8.0,0.22654913625784195,23,M,Promocao,6
Tablet,Eletrônicos,386.1845987097294,2023-10-09,Leste,5.0,0.1936850357667352,35,F,BlackFriday,10
Cadeira,Livros,958.4066317527765,2022-03-10,Leste,7.0,0.2999514586383241,26,F,BlackFriday,3
Calça,Roupas,250.39892534753517,2022-01-12,Leste,2.0,0.12442981001577746,32,M,BlackFriday,1
Livro,Livros,420.9198589384149,2022-10-20,Sul,9.0,0.1378324458541764,50,F,Padrao,10
Mouse,Roupas,665.3516787569248,2023-06-01,Sul,6.0,0.17925430798114694,32,F,Promocao,6
Teclado,Escritório,321.0433269515297,2022-03-31,Leste,3.0,0.11683670422327698,50,F,BlackFriday,3
Tablet,Eletrônicos,851.1867867614804,2022-01-05,Leste,4.0,0.24664349340131406,44,M,Promocao,1
Smartphone,Livros,401.11415305617567,2022-12-31,Norte,3.0,0.06772359624295572,18,F,BlackFriday,12
Laptop,Escritório,258.86901426358827,2022-03-11,Sul,7.0,0.04313777086753583,56,F,Promocao,3
Laptop,Roupas,530.0435074523737,2022-03-07,Norte,5.0,0.2391964128200066,28,F,BlackFriday,3
Mouse,Escritório,27.681043031330223,2022-06-08,Leste,6.0,0.2942665101965485,25,M,Padrao,6
Smartphone,Eletrônicos,43.25808868286311,2022-02-06,Norte,2.0,0.19024529730546277,36,M,Padrao,2
Mouse,Roupas,536.8396285552559,2022-02-13,Leste,5.0,0.11362483957735807,47,F,BlackFriday,2
Teclado,Livros,332.17341026208055,2023-02-08,Oeste,7.0,0.12269181320724265,36,M,Padrao,2
Mouse,Eletrônicos,734.3073814733486,2023-05-20,Sul,4.0,0.12150530100045913,67,F,Promocao,5
Mouse,Eletrônicos,814.1639346583523,2022-08-31,Sul,9.0,0.18008714983851234,19,M,Promocao,8
Mouse,Escritório,504.1164447515247,2023-10-25,Sul,9.0,0.19054682815648483,25,M,Padrao,10
Tablet,Escritório,301.4586844424854,2022-11-11,Sul,4.5,0.09283181463669317,64,F,BlackFriday,11
Cadeira,Escritório,123.65972752754598,2023-12-25,Sul,13.5,0.03796907485572932,37,F,Promocao,12
Smartphone,Escritório,692.7610154629456,2023-01-04,Leste,7.0,0.23745964331778915,42,F,BlackFriday,1
Tablet,Eletrônicos,819.7992816509882,2022-08-18,Leste,1.0,0.08879251099830553,52,F,Promocao,8
Tablet,Livros,82.23267457854539,2022-03-13,Oeste,4.0,0.2090972793083559,57,M,Padrao,3
Livro,Escritório,379.23572825898464,2022-03-16,Norte,3.0,0.280172061289823,63,F,BlackFriday,3
Calça,Eletrônicos,783.0666713996185,2022-01-05,Oeste,7.0,0.19788648480992477,29,F,Promocao,1
Laptop,Eletrônicos,855.9189877501072,2023-08-26,Sul,8.0,0.11972682786568255,20,F,Promocao,8
Livro,Escritório,305.6411696104654,2022-09-20,Sul,5.0,0.011905840825222969,58,M,Promocao,9
Calça,Roupas,694.6397226499228,2022-08-27,Oeste,5.0,0.10007637896196565,41,F,BlackFriday,8
Calça,Escritório,687.6431866982934,2023-12-17,Leste,6.0,0.27620485897837466,33,M,BlackFriday,12
Camiseta,Livros,859.8926171704345,2022-04-30,Norte,3.0,0.01620730037248028,55,F,Promocao,4
Fone de ouvido,Roupas,918.2459611597717,2022-12-07,Oeste,6.0,0.045927186646473425,27,M,Promocao,12
Laptop,Eletrônicos,994.6606028115231,2023-05-21,Norte,3.0,0.051851866739597914,18,M,Padrao,5
Calça,Livros,279.00227918292404,2022-11-19,Norte,7.5,0.27816312966513546,35,M,Promocao,11
Teclado,Roupas,145.94921145101532,2023-04-12,Oeste,4.0,0.25137726116162007,42,M,BlackFriday,4
Tablet,Livros,317.62470931541094,2023-08-09,Norte,5.0,0.06550649312279368,54,M,BlackFriday,8
Calça,Livros,590.1171827204324,2022-11-15,Norte,10.5,0.033664018451827246,61,M,Promocao,11
Fone de ouvido,Livros,347.7347291801465,2023-07-25,Sul,1.0,0.07552278277872716,22,F,Padrao,7
Livro,Livros,310.4498452978566,2022-07-04,Oeste,3.0,0.10617622892177017,37,M,Padrao,7
Livro,Roupas,962.0939017800428,2023-07-27,Norte,6.0,0.12384995342449599,42,F,Promocao,7
Smartphone,Eletrônicos,810.5747632397995,2023-09-23,Norte,9.0,0.1268860280616836,50,F,Promocao,9
Tablet,Eletrônicos,693.5571096009047,2022-01-27,Sul,1.0,0.06271350412188798,40,F,Padrao,1
Camiseta,Eletrônicos,193.1380904775271,2022-07-24,Sul,4.0,0.2880143409773707,48,F,BlackFriday,7
Smartphone,Escritório,897.7738175292911,2022-06-28,Leste,6.0,0.09481214537455539,54,M,BlackFriday,6
Mouse,Livros,339.3625166483391,2023-04-15,Sul,4.0,0.10556563010265997,19,M,Promocao,4
Calça,Eletrônicos,668.2323989383518,2023-05-27,Sul,2.0,0.13099898302492388,30,M,Promocao,5
Fone de ouvido,Livros,231.07105526530563,2022-09-30,Oeste,6.0,0.1368687332442798,30,M,Promocao,9
Laptop,Livros,772.785677478026,2023-04-12,Oeste,8.0,0.2843548020434725,63,M,Promocao,4
Fone de ouvido,Escritório,542.8267633997156,2023-12-29,Leste,7.5,0.2503230309572712,59,M,Padrao,12
Fone de ouvido,Escritório,285.17614237406076,2022-06-15,Oeste,4.0,0.06694338734375224,45,F,Padrao,6
Calça,Roupas,164.06355770719904,2022-01-09,Norte,3.0,0.09199251773945888,39,M,Padrao,1
Mouse,Roupas,993.8445476955889,2023-04-19,Oeste,4.0,0.1838013515311068,43,F,BlackFriday,4
Tablet,Roupas,37.013959414653414,2022-03-07,Oeste,4.0,0.08301441290119467,43,M,BlackFriday,3
Teclado,Escritório,512.8116210072599,2023-07-08,Sul,8.0,0.2855167284173643,56,M,Promocao,7
Fone de ouvido,Eletrônicos,776.8814119312273,2023-10-07,Oeste,6.0,0.23905262104817157,54,M,Promocao,10
Tablet,Roupas,276.82511958183574,2023-03-04,Leste,8.0,0.07027153512569181,19,M,BlackFriday,3
Laptop,Escritório,191.73708767532446,2022-04-10,Oeste,2.0,0.194499994682268,29,M,Padrao,4
Laptop,Roupas,965.9201667727882,2023-03-11,Sul,4.0,0.29743468976552473,28,M,Padrao,3
Calça,Livros,777.2968734660758,2022-07-21,Leste,1.0,0.1527590989587526,20,F,Promocao,7
Tablet,Escritório,338.38268674631405,2023-06-15,Sul,4.0,0.08247060812401162,22,F,BlackFriday,6
Livro,Livros,70.1613946149848,2023-05-05,Oeste,1.0,0.21934356218870565,45,F,Promocao,5
Fone de ouvido,Escritório,358.80594087600093,2022-02-28,Leste,6.0,0.21594623513935143,66,M,BlackFriday,2
Smartphone,Eletrônicos,781.2813826152759,2022-10-20,Leste,9.0,0.077689371410223,57,F,Padrao,10
Laptop,Eletrônicos,853.9278883110939,2023-10-05,Leste,3.0,0.2515790933720697,37,F,Promocao,10
Camiseta,Roupas,571.206969719905,2022-02-28,Oeste,6.0,0.0014621461184648465,56,M,Promocao,2
Cadeira,Livros,199.24325646820367,2023-08-22,Leste,5.0,0.06991690515836589,65,F,BlackFriday,8
Teclado,Eletrônicos,81.97764232645432,2023-07-12,Oeste,3.0,0.13056324686856144,25,F,BlackFriday,7
Laptop,Escritório,507.19736669797095,2023-11-11,Leste,7.5,0.12671641628141467,49,M,Promocao,11
Teclado,Eletrônicos,171.6202496265484,2023-01-27,Sul,4.0,0.24695355095193633,42,F,BlackFriday,1
Laptop,Escritório,671.7191510861292,2022-02-02,Sul,1.0,0.052090220282355916,34,M,Promocao,2
Calça,Roupas,56.87884911755322,2023-10-21,Oeste,4.0,0.14553640576079746,21,M,BlackFriday,10
Laptop,Roupas,525.5408852950151,2022-07-12,Sul,3.0,0.28217963795244777,59,F,Padrao,7
Smartphone,Livros,777.3252188887088,2023-07-30,Leste,8.0,0.1808321574698447,58,F,Promocao,7
Tablet,Escritório,538.83448606728,2022-01-05,Sul,6.0,0.24623997155922456,23,F,Promocao,1
Cadeira,Eletrônicos,984.737270104157,2023-01-23,Leste,3.0,0.08023608637521987,68,F,Padrao,1
Calça,Eletrônicos,462.48145198161234,2022-02-03,Oeste,7.0,0.1578158527847465,55,F,Padrao,2
Tablet,Livros,186.02119345767062,2022-10-11,Sul,4.0,0.02999100302240206,33,M,Promocao,10
Smartphone,Livros,932.9838990068652,2022-07-20,Norte,5.0,0.08911234965197086,69,M,Promocao,7
Smartphone,Escritório,128.96651104873882,2022-05-09,Oeste,1.0,0.028233780396158068,48,F,BlackFriday,5
Teclado,Escritório,821.1692277203314,2023-05-06,Oeste,3.0,0.055005824442131764,65,M,Padrao,5
Laptop,Livros,395.6086779273857,2022-09-28,Leste,4.0,0.11100068525225214,51,F,BlackFriday,9
Teclado,Eletrônicos,141.97398840578745,2022-08-06,Norte,5.0,0.04997383442671283,49,F,Padrao,8
Teclado,Eletrônicos,838.3167064886613,2022-07-20,Norte,5.0,0.06389077171075565,65,F,Promocao,7
Livro,Livros,30.320512198367773,2023-06-26,Norte,4.0,0.21062752068062818,41,M,Padrao,6
Cadeira,Escritório,300.8223578023889,2022-05-09,Leste,9.0,0.07982500018190386,57,M,Promocao,5
Tablet,Eletrônicos,567.3241833352105,2022-02-28,Norte,4.0,0.2955233900096867,55,F,Padrao,2
Laptop,Eletrônicos,449.0553297924097,2023-04-28,Norte,9.0,0.10137956159474999,26,M,Padrao,4
Cadeira,Eletrônicos,930.9087695658121,2022-12-12,Norte,7.5,0.028605711636137995,20,F,Padrao,12
Smartphone,Escritório,43.1152738794011,2022-05-05,Leste,8.0,0.06741539293220424,60,F,Promocao,5
Laptop,Roupas,987.3071122659283,2022-10-15,Sul,4.0,0.09558253064259284,59,F,Padrao,10
Livro,Escritório,309.5059220498582,2023-01-30,Leste,2.0,0.2887398631625963,43,F,Promocao,1
Tablet,Livros,430.96506047502095,2023-10-14,Norte,3.0,0.1292631020712302,55,M,Padrao,10
Mouse,Roupas,552.1542989727398,2022-12-27,Oeste,6.0,0.012968919374376053,59,F,Padrao,12
Cadeira,Livros,591.5184123792159,2022-04-28,Leste,6.0,0.10833415334541428,51,F,Promocao,4
Calça,Escritório,562.1998598223468,2023-06-06,Norte,1.0,0.24432591261597994,45,M,BlackFriday,6
Calça,Roupas,102.40833606866843,2022-01-05,Leste,1.0,0.12137976615998876,38,M,Promocao,1
Fone de ouvido,Livros,117.67639544385719,2022-09-23,Sul,9.0,0.29884825999221903,63,F,Promocao,9
Smartphone,Eletrônicos,620.3890793399438,2023-09-07,Norte,4.0,0.14996373447929404,51,F,Promocao,9
Laptop,Escritório,256.9323198984672,2022-10-12,Sul,9.0,0.005361772382286944,41,F,BlackFriday,10
Cadeira,Livros,950.4841468932663,2022-10-21,Sul,1.0,0.06118656787964363,37,F,Padrao,10
Teclado,Escritório,236.21886154211566,2023-04-25,Norte,9.0,0.19226531782443426,67,M,BlackFriday,4
Fone de ouvido,Roupas,163.11629980122225,2022-02-27,Sul,9.0,0.07608614460985111,22,F,Promocao,2
Cadeira,Escritório,175.3098718389075,2023-12-21,Oeste,1.5,0.24397594035223485,47,M,Promocao,12
Fone de ouvido,Eletrônicos,47.10653200496134,2023-03-14,Sul,8.0,0.21349430613156323,20,F,Padrao,3
Camiseta,Eletrônicos,859.3609461790475,2023-08-31,Oeste,6.0,0.0824345437836682,25,F,Promocao,8
Mouse,Livros,253.1930118376999,2022-06-27,Oeste,8.0,0.16862962693208308,60,M,Padrao,6
Cadeira,Escritório,643.5983710508,2022-05-31,Norte,9.0,0.17228159119617487,60,F,Padrao,5
Camiseta,Roupas,325.7209370947049,2022-09-24,Norte,2.0,0.03809125240591604,22,M,BlackFriday,9
Fone de ouvido,Escritório,791.7907006392849,2023-04-02,Leste,1.0,0.2238909033929134,24,F,BlackFriday,4
Teclado,Livros,596.7792597101736,2023-05-08,Oeste,4.0,0.15831730461252097,39,M,Padrao,5
Camiseta,Escritório,257.1220568618592,2023-04-25,Sul,9.0,0.09117368269032014,24,M,Padrao,4
Calça,Livros,866.5561047493227,2023-09-02,Sul,6.0,0.0941257781938351,62,F,BlackFriday,9
Livro,Livros,625.3354774360971,2023-02-21,Oeste,9.0,0.026835204847302594,56,M,Promocao,2
Livro,Escritório,626.0220517139502,2023-08-26,Oeste,7.0,0.13462290578166564,52,M,BlackFriday,8
Teclado,Escritório,235.43756249307512,2022-02-20,Leste,7.0,0.11324597502855493,54,F,BlackFriday,2
Cadeira,Escritório,349.27867858585336,2022-01-09,Oeste,8.0,0.0831584642218592,53,F,BlackFriday,1
Calça,Eletrônicos,57.4801798684604,2023-03-29,Norte,4.0,0.0462766488506632,41,M,BlackFriday,3
Cadeira,Livros,164.03731746368598,2022-07-24,Oeste,7.0,0.2124865322563572,38,M,Padrao,7
Smartphone,Eletrônicos,363.8018409509662,2022-01-19,Sul,4.0,0.1323616482976873,22,F,Promocao,1
Calça,Roupas,665.3340842506136,2022-12-17,Oeste,1.5,0.00035839430524093886,31,F,Promocao,12
Mouse,Roupas,878.6822325876866,2022-06-28,Oeste,8.0,0.004583112047962123,44,F,Padrao,6
Camiseta,Escritório,903.1171308957047,2022-05-26,Sul,3.0,0.01602079000169293,64,M,BlackFriday,5
Livro,Eletrônicos,95.67756703767401,2022-02-04,Norte,8.0,0.21183673308287482,51,F,Promocao,2
Cadeira,Livros,435.0354185330752,2022-04-06,Sul,7.0,0.08203675543445842,27,F,BlackFriday,4
Teclado,Eletrônicos,624.172163699599,2022-09-13,Sul,4.0,0.11667702077831704,62,F,Promocao,9
Teclado,Escritório,708.8402619961377,2022-03-09,Leste,6.0,0.22345351964193116,38,M,BlackFriday,3
Camiseta,Eletrônicos,841.392049345334,2023-07-20,Leste,4.0,0.04999926327653276,49,M,BlackFriday,7
